phage,host,label
NC_022059,CP021694,0
JN638753,CP027541,1
NC_025416,CP019576,0
MF919535,NZ_GG657757,0
JX307704,CP027541,1
NC_028785,NZ_LFTY01000002,0
NC_021303,CP027541,1
MH744424,CP032627,0
NC_007057,CP017605,0
MK112544,CP027541,1
MF140406,NZ_CP016896,0
NC_021319,NZ_AOLS01000062,1
NC_012696,CP027541,0
MG962375,CP027541,1
KT365402,NZ_LFTY01000002,0
NC_007060,NZ_CP023560,1
NC_031269,NZ_CDQJ01000001,0
MH590592,MTKC01000003,0
NC_013638,CP012831,1
KU695581,CP027541,1
KX721256,CP012831,0
MH371109,RKIY01000003,0
MH590595,CP027116,0
KT591489,LR134235,0
KR997967,CP006870,0
MK359324,CP018032,0
NC_031069,CP028813,0
NC_029048,NZ_LK391965,0
NC_014900,NZ_CM001889,0
NC_012091,MTZF01000001,1
KM592966,CP027541,1
NC_028843,NZ_CM007353,0
NC_028687,NZ_CP023484,0
NC_028937,LS483339,0
NC_031915,NZ_LFTY01000002,0
NC_015274,NZ_UHFW01000006,1
MH450123,LC361338,1
NC_010808,MH400164,0
MH153807,NZ_FNSA01000003,0
MH045565,CP019892,1
NC_024143,NZ_FOYN01000001,0
NC_031126,NZ_KN046823,0
MH509442,CP027541,1
MG757165,NZ_FNLM01000034,0
MK359358,NZ_SAUP01000001,0
NC_023721,CP027541,1
NC_008799,NZ_KN046823,0
KY083063,CP027541,1
MH338241,NZ_AEUD01000001,0
NC_031075,NZ_CM007353,1
NC_022085,CP027541,1
KU160650,CP011458,0
MH669016,NC_014640,0
NC_029000,NVUT01000001,0
NC_031090,CP014636,0
MK112556,NC_002771,0
KF017927,CP031422,0
NC_028929,NZ_MDHL01000001,0
MG839016,NZ_CM001889,0
NC_000871,LS483339,1
MH910037,QLNP01000098,1
KU160660,NZ_OCQN01000001,0
KT281795,NZ_MIGA01000001,0
MH825705,CP029449,0
MK460247,CP027541,1
MH153811,CP019892,1
MK112553,NC_011184,0
MH536818,NZ_LFTY01000002,0
MF668282,CP023044,0
NC_021330,CP023483,0
MH632118,CP029897,0
MK450429,CP027541,1
NC_023722,NZ_FNOF01000001,0
NC_030917,NZ_CP029604,1
NC_013152,NZ_KV917375,0
MH371113,CP027541,1
JQ512844,NC_000001,0
KT222942,NZ_KV917375,0
MK359316,CP027541,1
MF347638,NZ_CM001149,0
MH576948,LC361338,1
NC_009878,NZ_CP016896,0
MF668274,CP018363,0
NC_023741,CP029620,0
NC_019506,CP019576,1
JF937109,CP027541,1
NC_010342,NZ_CP023560,0
NC_020858,NZ_QEKR01000001,0
NC_015269,MTZF01000001,0
NC_028654,CP027541,1
JN699019,CP019892,0
MK279845,LC361338,1
KX702319,CP027541,1
NC_023690,CP027541,1
KY204248,NJFC02000001,0
MH651182,NBTS02000002,0
MK112542,CP027541,1
KY224000,NZ_CM007353,0
NC_027120,CP025430,0
NC_004681,NZ_GL545251,0
MK376953,CP014567,0
MK305886,CP027541,1
KM233455,CP020369,0
KJ567044,SIMC01000001,0
NC_024711,SDYW01000001,1
MK359356,CP027541,1
NC_008364,NZ_CM007353,1
MH513972,CP027541,1
NC_030912,NZ_AEUD01000001,1
MG872841,NZ_UHFO01000001,0
KU160666,NC_016776,0
NC_028772,NZ_CP018725,0
KU998251,NZ_CP029604,1
MF189176,NZ_GG657757,0
NC_031228,CP030026,1
KU935730,CP027541,1
MH576951,NZ_LFTY01000002,0
NC_020853,NZ_JXYE01000002,1
JF937100,NZ_JNIU01000001,0
KR080194,CP027541,1
MH825703,LC361338,1
NC_028869,CP020809,0
NC_031071,NZ_CM007353,1
MK112541,CP027541,1
NC_012788,CP027541,1
NC_008201,NZ_JXYE01000002,0
NC_028653,CP023044,0
MG099951,CP027541,1
KM597531,MH400164,0
JF704115,NZ_UWXU01000001,0
KJ538722,NZ_CM001149,0
MF140399,CP027541,1
JN408459,PEKX01000007,0
KM652553,NZ_CM001153,0
MK279868,LS483339,0
MH001448,NZ_CM001153,0
NC_019418,CP018032,0
NC_031920,NZ_UHFW01000006,1
GU247134,CP035765,0
MK279881,NZ_KE356190,0
MG757164,CP027541,1
NC_030939,NZ_FNRZ01000004,1
MK359336,CP027541,1
NC_020197,NZ_LR215978,0
MH271302,SIMC01000001,0
KY083062,QMJJ01000001,0
MH045567,CP019892,1
MH230874,CP023044,0
MK279879,NZ_FOYN01000001,0
NC_022086,NZ_JNIU01000001,0
MF919520,NZ_CP029604,1
MH230875,CP020567,0
NC_024148,CP027541,1
NC_002670,NZ_CM007353,1
MH834615,CP027541,1
KX702320,CP032788,0
NC_023701,CP025430,0
MH834629,CP026337,0
MF140428,CP027541,1
NC_028876,CP027541,1
NC_028877,NZ_UHFW01000006,0
KU647628,LC361338,1
MG839020,CP019892,1
MF668287,CP014038,0
NC_021773,NZ_CP023560,1
MF140427,NZ_NGMG01000001,0
MK279856,LC361338,1
MH576952,LC361338,1
NC_031238,NZ_CCKZ01000001,0
MH727558,NZ_JNIU01000001,0
MH001452,CP027541,1
KY798216,CP027541,1
MG670586,CP019892,1
NC_013598,LS483339,1
MH632118,CP027541,1
NC_013696,NZ_UGJA01000003,1
MK279895,CP027541,1
MH590605,CP018032,0
NC_028966,CP019236,0
MK279894,CP027541,1
KX557277,CP028813,0
MH316562,CP027541,1
KR053200,NZ_CP029604,1
NC_019548,NZ_FODB01000001,0
KU055616,CP027541,1
MH779511,CP027541,1
MH536823,CP019892,1
KX808131,NZ_UGVK01000001,0
KT326768,CP020928,0
NC_031228,CP035765,0
KX657794,CP027541,1
MH020247,NZ_CM002803,0
MG962360,NZ_UFTK01000001,0
NC_022090,NZ_CP023560,1
MH536828,CP027541,1
NC_028922,CP027541,1
MK359365,CP027541,1
KX641263,CP027541,1
MH271299,QUAI01000001,1
NC_028871,CP027029,1
MH669013,NZ_CP029289,0
NC_031271,CP030026,1
MK112529,LC361338,1
MG099943,CP027541,1
MK524527,CP027541,1
MH371107,CP027541,1
MF373843,CP023044,0
NC_012092,MTZF01000001,1
NC_022325,CP027541,1
JN699019,CP027541,1
MG812486,MH400164,0
MF472894,CP027541,1
NC_029119,NZ_LT571449,1
NC_022068,CP033337,0
NC_020478,CP018032,0
NC_031909,LR134359,1
MH513974,NZ_CP029604,1
MG962368,CM000737,0
MH779502,CP027541,1
NC_022979,NZ_FNRZ01000004,0
MK411746,CP020567,0
KT281789,CP019576,0
KT626047,CP027541,1
KM101117,CP017065,0
NC_023695,CP027541,1
NC_019488,CP030026,1
MH834608,QLNP01000098,1
NC_031021,CP030026,1
MH153801,NZ_QTTZ01000001,1
KY204249,NZ_AOLR01000018,0
MK359328,CP027541,1
MK433273,CP027541,1
NC_023687,NZ_UZVX01000004,0
MF140415,LC361338,1
MF140402,NZ_SAUP01000001,0
MH744419,SDYW01000001,0
MF140403,NZ_CM002276,0
MH230878,NZ_LT571449,0
KX641265,NZ_LFTY01000002,0
MG962360,NZ_FNLM01000034,0
MF140425,RXKE01000007,0
NC_028945,NZ_UHFW01000006,0
NC_021324,CP027541,1
NC_020416,NZ_CDQJ01000001,0
NC_028774,NZ_UWXU01000001,1
NC_004685,CP027541,1
NC_004456,NZ_FODB01000001,0
MG872834,CP029449,0
NC_025440,CP027029,1
KU963253,NZ_CP029604,1
MH727543,CP027541,1
MH399780,AP014565,0
MK016496,CP027541,1
KY702574,NJFC02000001,0
NC_024356,NZ_NGMG01000001,1
NC_023582,NC_011184,0
NC_029099,NZ_UWXU01000001,1
MK279863,LC361338,1
NC_028692,LC361338,1
NC_004686,CP027541,1
KX758539,CP027541,1
JF957060,QUAI01000001,0
NC_007061,NZ_LFTY01000002,0
NC_015252,CP023483,1
MH051257,CP027541,1
MF919534,RKJP01000005,0
NC_031025,NZ_UWXU01000001,1
KR080195,SDYW01000001,0
NC_030945,NZ_ALPT02000001,1
MH399788,NZ_BCTM01000001,0
MH001446,CP027541,1
KU963249,NZ_KN150939,0
NC_023733,CP027541,1
KU865303,NZ_CDQJ01000001,0
MH825708,CP027541,1
NC_024375,NZ_QEOC01000001,0
MG872841,NZ_FNSA01000003,0
MH697584,CP027541,1
NC_031010,NZ_CM002276,0
MH051254,NZ_KN150939,0
NC_007967,CP014013,0
MK524525,CP032627,0
MH051264,CP027541,1
NC_031279,CP027541,1
KX670788,CP027541,1
KM923971,NZ_JNIU01000001,0
MH230879,CP027541,1
MG962376,CP006870,0
NC_001835,NZ_HF571038,0
NC_028966,NZ_BAFC01000022,0
MK524508,CP027541,1
NC_028854,CP020557,1
MH051265,CP027541,1
NC_015464,NZ_KV917376,0
MH051266,CP027541,1
MK450429,NZ_CP016896,0
NC_028965,CP027541,1
NC_031267,NZ_CP029604,1
JF704112,NZ_ATTH01000001,0
JN116824,NZ_CM002276,0
NC_025415,NC_000001,0
NC_013647,NZ_UWXU01000001,1
MF324909,CP027541,1
MK524507,CP027541,1
NC_016073,CP033337,0
NC_031013,CP027116,0
MH316570,MTKC01000003,0
NC_027335,NZ_UGJA01000003,1
NC_023719,QLNP01000098,0
MH744425,CP027541,1
JN699625,NC_014640,0
KU297783,CP027541,1
NC_028762,CP021694,1
NC_021783,CP030026,1
NC_015273,NZ_QTTZ01000001,0
MF766047,NZ_OCQN01000001,1
MK310139,NZ_FOTC01000001,0
NC_029014,NC_010163,0
NC_019447,NZ_LT897825,0
NC_005135,CP022426,1
NC_031060,NZ_CP029604,1
NC_028972,RXKE01000007,1
NC_011142,NZ_JYNI01000003,0
KT716493,LC361338,0
NC_004305,NZ_FLYG01000003,1
NC_024208,RXKE01000007,0
NC_024145,CP027541,1
NC_015262,NBTS02000002,1
KX443696,CP027541,1
KY204250,NZ_AOJL01000060,0
NC_023727,CP027541,1
MF766045,LR134359,0
NC_021304,NZ_CM001889,1
NC_013936,CP027541,1
MH155875,CP027541,1
KR053199,NZ_CM001149,0
NC_021309,CP027541,1
MG770216,CP027541,1
NC_026596,NZ_KV917375,0
KT591076,CP027541,1
MG593803,NZ_DF968533,1
NC_025416,NZ_CP023560,1
MF919490,NZ_AEUT02000001,0
KC661272,CP027541,1
MH779512,CP026100,0
MG944219,CP019892,1
MG962376,CP027541,1
KX855961,LC361338,1
MG962365,CP027541,1
MH779509,NJFC02000001,0
NC_010153,CP020809,0
MG925340,CP027541,1
NC_009551,RXKE01000007,0
NC_021861,NZ_CM007353,1
NC_031026,NZ_AOJL01000060,0
KX648373,CP027541,1
MH779515,QLNP01000098,0
MH669012,CP027541,1
NC_019446,NZ_FODB01000001,0
NC_028691,NBTS02000002,0
MF185729,CP033337,0
MH576955,NZ_MSEI01000003,0
KP027207,NZ_CP023484,0
NC_010363,PDLE01000004,0
MH479919,CP027541,1
NC_029074,RXKE01000007,1
NC_031001,CP034433,0
NC_028669,LS483339,0
NC_016565,NZ_CP023560,1
KX576640,LC361338,1
NC_028247,CP024679,1
MK279913,CP027541,1
JF937104,CP025095,0
NC_009236,NZ_KN150939,1
MH536816,NVUT01000001,0
MF185724,SDYW01000001,0
KU613353,CP027541,1
NC_021061,MH841968,0
NC_023600,SDYW01000001,0
MK359328,NZ_CM001889,0
MF140424,NZ_LT629770,0
MH045555,NZ_CM002276,0
MK524515,CP027541,1
MH834621,QLNP01000098,1
NC_028681,CP013922,0
NC_009231,CP018657,0
MK524530,CP027541,1
KY204245,CP027541,1
NC_018850,NZ_UGVK01000001,0
MG962372,SDYW01000001,0
MH271309,QUAI01000001,1
NC_020846,NZ_LK391965,1
MK279881,NZ_PETF01000001,0
NC_001998,NZ_KE356190,1
MH450121,CP018657,0
NC_012027,CP019236,0
NC_027119,NZ_MSEI01000003,0
KT591489,CP027541,1
NC_014636,CP022426,1
NC_004686,CP026100,0
NC_007050,NZ_CP023560,1
NC_029018,NZ_LFTY01000002,0
NC_030924,NZ_CP029604,1
MK284520,NZ_CP029604,1
KM652553,NC_011184,0
MH479924,AP018216,0
NC_027293,NZ_CM002803,0
MK279884,NZ_UFTK01000001,0
JF937102,CP027541,1
NC_031264,NZ_ADEZ01000001,1
NC_031085,NZ_AOLR01000018,0
MH509446,RXKE01000007,0
KU984914,LC361338,0
MF472895,CP027541,1
KT381276,LC361338,0
NC_023701,CP027541,1
KR080203,CP027541,1
NC_028768,AP018216,0
KT588442,CP027541,1
KT285706,CP027541,1
MK359348,CP027541,1
NC_027297,AP014565,1
MH727545,CP027541,1
MF919530,CP027541,1
KY006473,CP027541,1
KX557277,NZ_CP029604,1
NC_003216,CP027029,1
NC_002515,CP029760,0
NC_018083,CP019576,1
MF668288,CP014567,0
JF704110,CP027541,1
KX550082,NZ_AOJL01000060,0
KX574454,CP022298,0
KY549155,CP027541,1
MK359312,CP025430,0
KX557287,NZ_CDQJ01000001,0
KJ538722,CP027541,1
KM925136,CP030026,0
NC_028690,CP027541,1
NC_022329,NZ_MDHL01000001,0
MH576962,CP023315,0
MK279872,LC361338,1
JF704093,MH202953,0
MK359301,CP027541,1
NC_019530,AP014565,1
MK376959,NZ_CP029604,1
KT372002,QUAI01000001,1
NC_008206,CP026100,0
NC_005263,CP019668,1
NC_013646,NZ_UWXU01000001,0
NC_011344,NZ_CP023560,1
MH536826,NZ_CP029604,1
MK112553,CP027541,1
NC_010147,NZ_LFTY01000002,0
NC_028988,NZ_MDHL01000001,0
MH051266,CP018032,0
KU998234,NZ_UHDY01000002,0
NC_023702,CP027541,1
KU578077,CP027541,1
MH834599,CP033337,0
NC_028668,NZ_FNRZ01000004,1
MK279852,NZ_GG657757,0
MK308637,CP019892,1
NC_028920,CP011458,0
MK279846,NZ_CP023484,0
MH051247,CP027541,1
MH077582,RKJP01000005,0
MH371120,CP034692,0
MK524500,CP027541,1
MH155864,CP029620,0
NC_030905,CP034433,0
KY549153,NC_011184,0
MK524495,AP018216,0
NC_023009,NZ_CP023560,1
NC_020870,QMJJ01000001,1
MK468591,CP024710,0
NC_029061,CP019236,1
MH271318,NZ_CP029604,1
NC_021301,CP027541,1
MH697587,CP013922,0
NC_008799,NZ_CP023560,1
MK279860,CP033337,0
MF668281,CP019236,0
MF324904,QUAI01000001,1
KY204250,CP027541,1
MH399777,CP011102,0
MH271297,QUAI01000001,1
NC_028936,QLNP01000098,0
NC_023720,CP027541,1
NC_028916,NZ_FODB01000001,0
NC_031260,CP032523,0
MK450423,CP027541,1
MG962369,NZ_CP029604,1
NC_009235,NZ_KN150939,1
NC_020483,NZ_UFTK01000001,0
NC_023687,POWA01000006,0
NC_028965,CP019892,0
KX657796,CP017065,0
NC_021299,NZ_CP018725,0
MK450427,NZ_KI421518,0
MF140407,LC361338,1
MF189170,NZ_FNRZ01000004,0
NC_024365,MTZF01000001,1
NC_024384,CP027029,1
NC_008575,NZ_CP018725,0
MH590594,CP027541,1
MH834622,NZ_AGBZ02000001,0
NC_013645,LS483339,1
MH779505,LR134303,0
KM400683,CP014201,0
KT004677,CP027541,1
NC_022065,CP027541,1
MH450118,LC361338,1
MH153799,CP019892,1
MK376953,CP024902,0
NC_023735,NBTS02000002,0
NC_023563,CP032523,0
NC_022058,CP027541,1
KJ538722,NZ_JNYC01000004,0
MH697580,NZ_CP029604,1
NC_010393,AP014565,1
NC_031265,NZ_CP029604,1
KT381277,RKIY01000003,0
NC_028988,NZ_KN150799,0
MK359305,RKIY01000003,0
NC_030901,NZ_CP029604,1
MH153802,CP019892,1
NC_028778,CP027541,1
NC_028666,NZ_AEUT02000001,1
NC_004589,NZ_UGJA01000003,0
MK279883,CP027541,1
MF185730,CP027541,1
KU647626,LC361338,1
NC_028777,CP024679,0
MH513983,NZ_LT961733,0
MK016496,NZ_NGMG01000001,0
NC_026613,NC_000001,1
NC_026607,SDYW01000001,0
KX620752,CP030279,1
NC_023703,CP027541,1
MK524491,CP027541,1
NC_023712,CP020809,0
MG757159,MF925712,0
MK061412,MTKC01000003,1
KU160646,CP022580,0
KX685355,NVUT01000001,0
KM363596,CP027541,1
NC_027372,CP022674,1
KU963246,NZ_CP029604,1
MH045566,CP019892,1
MG925340,CP014636,0
NC_010808,QOUU01000001,0
MG812494,CP027541,1
NC_028951,NBTS02000002,1
MK359361,CP027541,1
NC_024141,NC_010163,0
KR080203,NZ_UHFW01000006,0
MH371110,CP019668,0
NC_019522,NZ_QEKR01000001,1
MH513985,NC_002771,0
NC_022070,NZ_KN150939,0
KY385383,CP027541,1
KT591490,QMJJ01000001,0
NC_003715,MTZF01000001,1
KU998255,NZ_AEUD01000001,1
NC_029071,AP014565,1
JQ512844,NJFC02000001,0
NC_028888,NZ_UFTK01000001,0
NC_028693,NZ_UGJA01000003,1
NC_031094,LR134359,0
KJ567045,CP027541,1
KX611788,CP022580,0
MK279898,CP022426,0
NC_013152,NZ_CM007353,1
NC_023607,MH286069,0
NC_023697,NZ_JNYC01000004,0
MK308637,NZ_FOYN01000001,0
NC_026583,CP027541,1
NC_026421,MF925712,1
NC_004584,CP033337,1
NC_031234,NZ_HF571038,0
NC_022062,MTZF01000001,0
NC_004689,NZ_CDQJ01000001,0
MH399775,CP027541,1
NC_031020,NBSQ01000002,0
MH834607,NZ_DF968533,0
KJ194581,CP027541,1
JN116824,NBTS02000002,0
MG839029,CP025034,0
NC_004687,CP020809,1
MH371121,CP027541,1
NC_023688,CP020358,0
MH834596,CP019892,1
MH338239,CP027541,1
NC_024215,CP032410,0
JN020141,PDLE01000004,0
NC_018861,NZ_GG657757,0
NC_011285,QMJJ01000001,0
MG812489,LR134235,0
NC_011801,CP017065,0
MH316566,NZ_MIGA01000001,0
MH825699,CP021427,0
NC_028666,CP030279,0
NC_028911,NZ_FODB01000001,0
NC_031042,AP014565,1
KU998245,NZ_CP029604,1
MH025888,CP027541,1
NC_021334,CP018657,0
NC_031002,NZ_CM007353,1
KJ959632,CP020557,0
MH153800,CP028366,0
MH045557,CP019892,1
NC_026604,NZ_CM001149,0
NC_031229,NZ_LK391965,0
KM592966,NVTK01000009,0
KY083061,CP027541,1
MH230876,CP029760,0
MG198779,CP022674,0
JN699017,CP027541,1
MG962370,CP027541,1
KX640831,CP027541,1
KX523125,CP013922,0
JN412590,NZ_AOLS01000062,0
MH576962,NZ_MIGA01000001,0
NC_025453,NZ_UGJA01000003,1
NC_028669,CP023558,0
NC_031237,NZ_CP029604,1
NC_021302,NZ_OCQN01000001,0
MH371109,LR134359,0
MK279880,LC361338,1
NC_019446,NZ_KN046823,1
KP017310,CP027541,1
MK279898,NZ_KN046795,0
NC_031942,CP034692,0
MH669001,CP027541,1
NC_027340,NZ_NQJM01000001,1
NC_028932,CP027541,1
NC_027991,NZ_CP023560,1
NC_031901,NZ_UHFW01000006,1
MF281061,CP027541,1
NC_019930,NZ_HF571038,1
MF377442,LC361338,1
NC_023730,CP027541,1
MH669002,CP027541,1
MF919520,NZ_GL545251,0
KX588251,CP027541,1
JN116825,NZ_CM001149,1
NC_013195,NZ_CP023560,1
MK524494,NZ_LK391965,0
NC_022985,NZ_AEUT02000001,0
NC_007646,NZ_CM001149,0
KU963253,CP014038,0
NC_004745,NZ_JXYE01000002,0
MH727554,NZ_GG657757,0
NC_030932,NZ_BAFC01000022,1
NC_011272,CP027541,1
NC_002667,NZ_CM007353,1
NC_028762,NZ_MDHL01000001,0
MH001449,CP027541,1
MF140406,CP021694,0
KX619651,CP027541,1
MH450122,CP026100,0
MH045568,CP019892,1
NC_031018,NZ_KV917375,0
NC_029102,NZ_KN150799,1
NC_031230,NZ_CP029604,1
MH536825,RKJP01000005,0
NC_028969,CP032410,1
KM400683,CP027541,1
NC_023859,CP029760,0
NC_007046,NZ_CP023560,1
MH020238,CP032523,0
KX817175,NZ_OCQN01000001,0
NC_023588,LT906480,1
NC_031279,MH841968,0
KU998252,CP018032,0
MK524513,CP027541,1
NC_024136,CP027541,1
MH536813,NZ_UFTK01000001,0
JX307703,NZ_MDHL01000001,0
KP273225,MTZF01000001,0
NC_023561,NZ_KN150799,1
NC_009551,CP027116,0
MG925342,CP034692,0
MG962360,NZ_KV917375,0
MH399787,QOUU01000001,0
MH155871,CP027541,1
KU867906,MH841968,0
NC_025417,CP013922,1
MF324914,CP027541,1
NC_013648,NZ_UFTQ01000001,0
MK433265,NZ_CP029604,1
MK279879,CP027541,1
NC_020870,NC_011184,0
NC_016770,CP019668,0
NC_007501,CP014201,1
MG757164,NZ_FNRZ01000004,0
MF373840,CP030279,0
MH834627,QLNP01000098,1
KM591906,AP018216,0
NC_019418,NZ_QEOC01000001,0
NC_004684,CP027541,1
NC_031090,CP032523,1
KR080203,NZ_GG657757,0
NC_021305,CP029897,0
KM233454,CP027541,1
NC_029067,NZ_LK391965,1
KX657795,AP017936,0
MK112554,CP027541,1
MF919538,MTKC01000003,0
NC_019489,CP033337,0
NC_028920,NZ_FLYG01000003,0
NC_018843,CP030026,1
NC_019447,CP026337,1
MG099948,CP034692,0
MH834595,CP023558,0
NC_009737,NREQ02000002,0
KY549152,CP027541,1
KJ595575,CP027541,1
MH001448,CP027541,1
NC_021068,NC_011184,1
NC_017978,CP019576,1
NC_023859,CP031422,1
NC_003345,NZ_CP018725,0
NC_016564,NZ_CM002803,1
KX507361,CP025034,0
NC_019489,NBTS02000002,0
MH020242,CP020809,0
MH697584,NZ_MSEI01000003,0
NC_031097,CP018657,0
MK359327,CP027541,1
NC_028821,NZ_JNYC01000004,0
KX897981,CP027541,1
NC_013643,CP020557,0
NC_028758,CP020557,1
MK524527,NZ_MDHL01000001,0
NC_005357,CP014013,1
MH077585,CP024710,0
MH590606,CP019892,1
MH727563,CP027541,1
MK359362,MF925712,0
MK279866,CP027541,1
KX507361,NZ_CP023484,0
MH399782,CP027541,1
NC_005340,CP030026,1
NC_031262,MH202953,0
MH271304,NZ_LT571449,0
KT281790,CP027541,1
KT281793,CP027541,1
MG925343,CP019892,1
NC_015269,AP014565,1
MH536829,NC_002771,0
KT355471,LC361338,1
MH536823,NZ_FNSA01000003,0
MF189172,LC361338,1
NC_023597,NZ_LT629758,0
MK061407,CP027541,1
MH371116,CP027541,1
NC_007045,NZ_LK391965,0
NC_020159,NZ_FOYN01000001,1
KU761559,CP027541,1
KU865303,NZ_KN046795,0
MK524489,CP027541,1
NC_013643,NZ_UFTQ01000001,0
NC_004680,NZ_QEOC01000001,0
MK279912,CP014567,0
JN831654,MF925712,0
MK524494,CP027541,1
NC_022988,CP027541,1
MK359332,NZ_CM001889,1
KY006473,NZ_JNYC01000004,0
NC_017983,NZ_ATTH01000001,1
MH590604,NZ_MSEI01000003,0
MH834612,RKIY01000003,0
NC_031249,NZ_CP029604,1
KT880194,CP027541,1
KR997967,NZ_HF571038,0
NC_021471,CP024710,0
MK279845,CP014201,0
KX589269,CP027541,1
KU963258,NZ_CP029604,1
NC_009878,CP014636,0
MH590593,NBSQ01000002,0
MH155874,CP027541,1
MH590590,NZ_GL545251,0
JF957059,CP027541,1
MK359313,NZ_UFTQ01000001,0
MH651167,NZ_CP029604,1
MH576974,CP027541,1
MH051248,NZ_AOLR01000018,0
MK450433,LS483339,0
NC_003288,NZ_QTTZ01000001,0
MH316564,CP033337,0
MF324901,LR134235,0
MK112552,NZ_GL622183,0
MK279857,NZ_PETF01000001,0
NC_031026,CP032410,0
MH371110,CP027541,1
NC_028842,CP027541,1
KT222941,CP019892,0
MH926060,NZ_AEUD01000001,0
NC_031097,CP006870,0
NC_025442,CP030026,1
JN699004,CP024902,0
MH153806,CP024710,0
KT372002,CP025034,0
MF919529,CP023567,0
NC_002515,LR134235,0
MH051252,CP027541,1
MH697588,NZ_MSEI01000003,0
MK279848,CP022580,1
MK359335,KY464958,0
MG872837,CP013922,0
MH051259,CP027541,1
NC_029050,CP018657,0
MK411746,NZ_LT961733,0
KR053198,NZ_CM001153,0
MF668280,CP024902,0
NC_028860,NZ_UWXU01000001,0
MF919510,CM000737,0
NC_013195,LR134303,0
NC_027204,CP032788,0
MG872840,CP027541,1
JQ896627,CP027541,1
NC_016571,CP012831,1
NC_029066,PEKX01000007,1
MH371117,LR134235,0
KX670813,CP027541,1
MH576975,CP027541,1
KU055616,NZ_CM002803,0
NC_028676,NZ_KV917375,0
JF704103,CP027541,1
MK359345,CP027541,1
NC_007052,NBSQ01000002,0
MK359317,CP027541,1
NC_027365,CP027541,1
MH744414,CP027541,1
MF140434,NZ_SAUP01000001,0
MF155936,CP020358,0
NC_031930,CP030026,1
MH045561,NZ_CM001153,0
MH153803,CP019892,1
MH077582,CP027541,1
MH077578,NBSQ01000002,0
NC_030927,NZ_CP029604,1
NC_013155,AP018216,0
KU998249,NZ_CP029604,1
MH271321,CP025430,0
NC_029100,NC_016776,0
MF668267,CP027541,1
NC_017968,NZ_CP023560,1
MK359342,CP029449,0
JF937107,CP027541,1
MK279862,LC361338,1
NC_028664,NZ_UWXU01000001,1
NC_029014,NZ_KN150799,0
NC_015938,NZ_AOJL01000060,0
MK310142,CP027541,1
KX557278,NZ_CP029604,1
MG198782,RXKE01000007,0
NC_029009,NZ_UGJA01000003,1
KX574455,CP027541,1
KX557287,NZ_CP029604,1
JX015524,CP027541,1
MG872836,CP027541,1
KP027208,CP025095,0
MH230878,CP027541,1
NC_016435,CP022580,1
MH271321,CP019892,1
JN699019,CP018363,0
MH045564,NZ_AOLR01000018,0
KJ538723,CP034433,0
KT222941,CP027541,1
NC_022060,CP027541,1
NC_028803,NVUT01000001,0
KX576638,CP027541,1
NC_031046,NZ_CP023560,1
NC_023705,CP027541,1
NC_028852,CP027541,1
MF919527,CP027541,1
NC_023610,NZ_NQJM01000001,1
MH171095,NZ_OCQN01000001,1
MF919511,QBMC01000001,0
MK279871,CP027541,1
MK450422,CP027541,1
MK279865,CP027541,1
MK112526,CP029760,0
NC_031066,CP024902,0
NC_023689,NZ_LR215978,0
NC_028969,NZ_LT961733,0
MH651181,CP019892,1
MH271304,NZ_LT629770,1
MF668270,CP027541,1
MK450433,NZ_OCQN01000001,1
NC_025443,CP030026,1
MH479915,NZ_CP029604,1
NC_031052,NZ_CP029604,1
MH338238,CP027541,1
MK359350,CP027541,1
MF140424,NZ_JYBP01000003,0
NC_030694,NZ_DF968533,0
NC_021329,CP034692,1
MF155946,NZ_GG657757,1
JF937101,CP027541,1
NC_016653,MH202953,0
MK524504,CP027541,1
NC_015586,LT906480,1
MG839028,CP013922,0
MH479914,CP027541,1
MG757156,CP027541,1
MK450436,NZ_CP029604,1
NC_006557,NZ_FNRZ01000004,0
MH509445,CP027541,1
NC_019504,NZ_NQJM01000001,1
KX557282,MH400164,0
MG770211,CP018657,0
MF668279,LC361338,1
NC_024392,NZ_BCTM01000001,0
NC_024212,LT906480,0
MF919501,CP027541,1
JN020142,NZ_UWXU01000001,0
MK411746,QLNP01000098,1
MG757156,NZ_FOTC01000001,0
KT246486,CP023558,0
NC_009018,NZ_UHFO01000001,1
MH669014,MF925712,0
KX369586,CP027541,1
NC_025440,NZ_LT629758,0
MF919497,NZ_JMSZ01000016,0
KY204246,CP034433,0
NC_029009,LR134235,0
KT184694,CP027541,1
KM597531,CP027541,1
KX648391,CP027541,1
NC_028897,CP027541,1
MK284519,PEKX01000007,0
KU963262,NZ_PETF01000001,0
KX721255,CP027541,1
KU252585,NZ_CDQJ01000001,0
MF140409,NZ_FNLM01000034,0
MG099952,CP027541,1
NC_029026,NZ_UGJA01000003,1
NC_023740,CP027541,1
NC_028830,NZ_QTTZ01000001,0
NC_024209,CP027541,1
MH399780,CP027541,1
MK359308,NZ_UWXU01000001,0
MH669006,NZ_CP029604,0
NC_001909,NZ_KN046823,0
KT326767,CP027541,1
NC_017980,CP019576,1
MF140409,NZ_QTTZ01000001,0
NC_008798,NZ_CP023560,1
NC_028986,CP027541,1
MF919498,CP027541,1
NC_011039,NZ_CCKZ01000001,0
KU998242,CP020358,0
NC_003387,CP019892,0
NC_010392,AP014565,1
MH697592,NZ_HF571038,0
NC_008203,CP027541,1
